track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Dundalk Racing Results | 26th January 2024 19:00,N/A,19:00,Standard,7f,Inverbrena (IRE),R M Mulligan,7,D Harvey,9th,1/2 l,6,9-4,-,True,99,42
Dundalk Racing Results | 26th January 2024 19:00,N/A,19:00,Standard,7f,Gallo Dell Cielo (IRE),R Donaghue-Leahy,7,P J Flynn,8th,3 l,4,9-9,-,True,99,42
Dundalk Racing Results | 26th January 2024 19:00,N/A,19:00,Standard,7f,Bungle Inthedesert (IRE),D A Kidd,7,J C McConnell,7th,1 3/4 l,5,9-9,-,True,99,42
Dundalk Racing Results | 26th January 2024 19:00,N/A,19:00,Standard,7f,Shanadar (IRE),S T McCullagh,0,M Halford & T Collins,6th,1/2 l,4,9-9,-,True,99,42
Dundalk Racing Results | 26th January 2024 19:00,N/A,19:00,Standard,7f,Come On The Lads (IRE),J Cleary,4,J Davison,5th,1 1/4 l,4,9-9p,-,True,99,42
Dundalk Racing Results | 26th January 2024 19:00,N/A,19:00,Standard,7f,Charlie Brow'n (FR),K G Kennedy,7,T J O'Mara,4th,1/2 l,4,9-9,-,True,99,42
Dundalk Racing Results | 26th January 2024 19:00,N/A,19:00,Standard,7f,Local Girl (IRE),C J MacRedmond,0,K J Condon,3rd,Neck,4,9-4,-,True,99,42
Dundalk Racing Results | 26th January 2024 19:00,N/A,19:00,Standard,7f,Expound,D King,0,D Hogan,2nd,Head,5,9-9tp1,-,True,99,42
Dundalk Racing Results | 26th January 2024 19:00,N/A,19:00,Standard,7f,Miqdaad (IRE),H J Horgan,2,D Hogan,1st,N/A,4,9-9p1,-,True,99,42
Dundalk Racing Results | 26th January 2024 19:00,N/A,19:00,Standard,7f,Tennessee Gal (IRE),K G Kennedy,7,M Halford & T Collins,NR,N/A,4,9-4b1,-,True,99,42
Dundalk Racing Results | 26th January 2024 19:00,N/A,19:00,Standard,7f,Hue Kyllachy (IRE),O McSweeney,0,N G Hynds,14th,13 l,7,9-9,-,True,99,42
Dundalk Racing Results | 26th January 2024 19:00,N/A,19:00,Standard,7f,Cage Rattler (IRE),Kyanna Van Buuren,7,J A Kinsella,13th,1 1/4 l,4,9-9,-,True,99,42
Dundalk Racing Results | 26th January 2024 19:00,N/A,19:00,Standard,7f,Chopsticks (IRE),C Horgan,7,S M Duffy,12th,Neck,4,9-9,-,True,99,42
Dundalk Racing Results | 26th January 2024 19:00,N/A,19:00,Standard,7f,Spring Collection,Sorcha Woods,7,D H Kelly,11th,Neck,4,9-4,-,True,99,42
Dundalk Racing Results | 26th January 2024 19:00,N/A,19:00,Standard,7f,Gianh River (IRE),W Joyce,2,L Smyth,10th,Neck,4,9-9,-,True,99,42
Dundalk Racing Results | 26th January 2024 19:00,N/A,19:00,Standard,7f,Inverbrena (IRE),R M Mulligan,7,D Harvey,9th,1/2 l,6,9-4,-,True,99,42
Dundalk Racing Results | 26th January 2024 19:00,N/A,19:00,Standard,7f,Gallo Dell Cielo (IRE),R Donaghue-Leahy,7,P J Flynn,8th,3 l,4,9-9,-,True,99,42
Dundalk Racing Results | 26th January 2024 19:00,N/A,19:00,Standard,7f,Bungle Inthedesert (IRE),D A Kidd,7,J C McConnell,7th,1 3/4 l,5,9-9,-,True,99,42
Dundalk Racing Results | 26th January 2024 19:00,N/A,19:00,Standard,7f,Shanadar (IRE),S T McCullagh,0,M Halford & T Collins,6th,1/2 l,4,9-9,-,True,99,42
Dundalk Racing Results | 26th January 2024 19:00,N/A,19:00,Standard,7f,Come On The Lads (IRE),J Cleary,4,J Davison,5th,1 1/4 l,4,9-9p,-,True,99,42
Dundalk Racing Results | 26th January 2024 19:00,N/A,19:00,Standard,7f,Charlie Brow'n (FR),K G Kennedy,7,T J O'Mara,4th,1/2 l,4,9-9,-,True,99,42
Dundalk Racing Results | 26th January 2024 19:00,N/A,19:00,Standard,7f,Local Girl (IRE),C J MacRedmond,0,K J Condon,3rd,Neck,4,9-4,-,True,99,42
Dundalk Racing Results | 26th January 2024 19:00,N/A,19:00,Standard,7f,Expound,D King,0,D Hogan,2nd,Head,5,9-9tp1,-,True,99,42
Dundalk Racing Results | 26th January 2024 19:00,N/A,19:00,Standard,7f,Miqdaad (IRE),H J Horgan,2,D Hogan,1st,N/A,4,9-9p1,-,True,99,42
Dundalk Racing Results | 26th January 2024 19:30,N/A,19:30,Standard,7f,Sir Sagacious (IRE),J A Heffernan,0,W P Browne,NR,N/A,3,9-8,-,True,99,43
Dundalk Racing Results | 26th January 2024 19:30,N/A,19:30,Standard,7f,Dreamline Amelia,K J Leonard,0,E McCarthy,14th,5 1/2 l,3,9-3,-,True,99,43
Dundalk Racing Results | 26th January 2024 19:30,N/A,19:30,Standard,7f,Waystar (IRE),D W O'Connor,0,J C McConnell,13th,1/2 l,3,9-3,-,True,99,43
Dundalk Racing Results | 26th January 2024 19:30,N/A,19:30,Standard,7f,Albion Power (IRE),G M Ryan,0,K H Clarke,12th,3/4 l,3,9-8,-,True,99,43
Dundalk Racing Results | 26th January 2024 19:30,N/A,19:30,Standard,7f,My Mate Tony (IRE),D P McDonogh,0,J P O'Brien,11th,1/2 l,3,9-8,-,True,99,43
Dundalk Racing Results | 26th January 2024 19:30,N/A,19:30,Standard,7f,Sylkie,J M Sheridan,0,J A Stack,10th,3/4 l,3,9-3,-,True,99,43
Dundalk Racing Results | 26th January 2024 19:30,N/A,19:30,Standard,7f,Lismacbryan Hill (IRE),R C Colgan,0,P Magee,9th,Neck,3,9-3t1,-,True,99,43
Dundalk Racing Results | 26th January 2024 19:30,N/A,19:30,Standard,7f,Dark Blue Diamond (IRE),W J Lee,0,D Hogan,8th,Short Head,3,9-8,-,True,99,43
Dundalk Racing Results | 26th January 2024 19:30,N/A,19:30,Standard,7f,Whatswrongnow (IRE),R P Whelan,0,K P Cotter,7th,2 3/4 l,3,9-8,-,True,99,43
Dundalk Racing Results | 26th January 2024 19:30,N/A,19:30,Standard,7f,I Bid You Ajou (FR),G F Carroll,0,M O'Callaghan,6th,1/2 l,3,9-8,-,True,99,43
Dundalk Racing Results | 26th January 2024 19:30,N/A,19:30,Standard,7f,Genesis (IRE),R P Cleary,0,Barry J Fitzgerald,5th,Head,3,9-8,-,True,99,43
Dundalk Racing Results | 26th January 2024 19:30,N/A,19:30,Standard,7f,Sobriety Blue (IRE),S Foley,0,A Slattery,4th,1/2 l,3,9-8,-,True,99,43
Dundalk Racing Results | 26th January 2024 19:30,N/A,19:30,Standard,7f,Punta Coco (IRE),J A Heffernan,0,N Lupini,3rd,2 l,3,9-3,-,True,99,43
Dundalk Racing Results | 26th January 2024 19:30,N/A,19:30,Standard,7f,Emerald Eclipse (IRE),D McMonagle,0,J P O'Brien,2nd,1/2 l,3,9-8,-,True,99,43
Dundalk Racing Results | 26th January 2024 19:30,N/A,19:30,Standard,7f,Manhattan Dreamer (USA),M P Sheehy,0,A Murray,1st,N/A,3,9-3,-,True,99,43
Dundalk Racing Results | 26th January 2024 19:30,N/A,19:30,Standard,7f,Sir Sagacious (IRE),J A Heffernan,0,W P Browne,NR,N/A,3,9-8,-,True,99,43
Dundalk Racing Results | 26th January 2024 19:30,N/A,19:30,Standard,7f,Dreamline Amelia,K J Leonard,0,E McCarthy,14th,5 1/2 l,3,9-3,-,True,99,43
Dundalk Racing Results | 26th January 2024 19:30,N/A,19:30,Standard,7f,Waystar (IRE),D W O'Connor,0,J C McConnell,13th,1/2 l,3,9-3,-,True,99,43
Dundalk Racing Results | 26th January 2024 19:30,N/A,19:30,Standard,7f,Albion Power (IRE),G M Ryan,0,K H Clarke,12th,3/4 l,3,9-8,-,True,99,43
Dundalk Racing Results | 26th January 2024 19:30,N/A,19:30,Standard,7f,My Mate Tony (IRE),D P McDonogh,0,J P O'Brien,11th,1/2 l,3,9-8,-,True,99,43
Dundalk Racing Results | 26th January 2024 19:30,N/A,19:30,Standard,7f,Sylkie,J M Sheridan,0,J A Stack,10th,3/4 l,3,9-3,-,True,99,43
Dundalk Racing Results | 26th January 2024 19:30,N/A,19:30,Standard,7f,Lismacbryan Hill (IRE),R C Colgan,0,P Magee,9th,Neck,3,9-3t1,-,True,99,43
Dundalk Racing Results | 26th January 2024 19:30,N/A,19:30,Standard,7f,Dark Blue Diamond (IRE),W J Lee,0,D Hogan,8th,Short Head,3,9-8,-,True,99,43
Dundalk Racing Results | 26th January 2024 19:30,N/A,19:30,Standard,7f,Whatswrongnow (IRE),R P Whelan,0,K P Cotter,7th,2 3/4 l,3,9-8,-,True,99,43
Dundalk Racing Results | 26th January 2024 19:30,N/A,19:30,Standard,7f,I Bid You Ajou (FR),G F Carroll,0,M O'Callaghan,6th,1/2 l,3,9-8,-,True,99,43
Dundalk Racing Results | 26th January 2024 19:30,N/A,19:30,Standard,7f,Genesis (IRE),R P Cleary,0,Barry J Fitzgerald,5th,Head,3,9-8,-,True,99,43
Dundalk Racing Results | 26th January 2024 19:30,N/A,19:30,Standard,7f,Sobriety Blue (IRE),S Foley,0,A Slattery,4th,1/2 l,3,9-8,-,True,99,43
Dundalk Racing Results | 26th January 2024 19:30,N/A,19:30,Standard,7f,Punta Coco (IRE),J A Heffernan,0,N Lupini,3rd,2 l,3,9-3,-,True,99,43
Dundalk Racing Results | 26th January 2024 19:30,N/A,19:30,Standard,7f,Emerald Eclipse (IRE),D McMonagle,0,J P O'Brien,2nd,1/2 l,3,9-8,-,True,99,43
Dundalk Racing Results | 26th January 2024 19:30,N/A,19:30,Standard,7f,Manhattan Dreamer (USA),M P Sheehy,0,A Murray,1st,N/A,3,9-3,-,True,99,43
N/A,N/A,13:05,Soft,2m 1f 65y,Mc Alpine (IRE),J P O'Sullivan,3,P J Rothwell,F,N/A,10,11-8t,112,True,99,44
N/A,N/A,13:05,Soft,2m 1f 65y,Chainofconsequence (IRE),Mr A P Ryan,7,M J McDonagh,9th,7 l,7,10-6b,96,True,99,44
N/A,N/A,13:05,Soft,2m 1f 65y,Sunnyvilla (IRE),S F O'Keeffe,0,D Hassett,8th,5 l,9,11-4,108,True,99,44
N/A,N/A,13:05,Soft,2m 1f 65y,Teescomponentsyess (IRE),J S McGarvey,0,J J Hanlon,7th,4 l,8,11-1tp,105,True,99,44
N/A,N/A,13:05,Soft,2m 1f 65y,Henning (IRE),D King,3,D Hogan,6th,1/2 l,7,11-8,112,True,99,44
N/A,N/A,13:05,Soft,2m 1f 65y,Steppenwolf (FR),K E Buckley,0,G P Cromwell,5th,7 l,6,11-7tp1,111,True,99,44
N/A,N/A,13:05,Soft,2m 1f 65y,Battle It Out (IRE),C G O'Dwyer,5,C O'Dwyer,4th,1 1/4 l,6,11-12h,116,True,99,44
N/A,N/A,13:05,Soft,2m 1f 65y,Freddie Robdal (IRE),Rachael Blackmore,0,H De Bromhead,3rd,2 1/2 l,7,11-1t,105,True,99,44
N/A,N/A,13:05,Soft,2m 1f 65y,Battle Of Ridgeway (IRE),L A McKenna,5,M Hassett,2nd,3 1/4 l,6,11-10t,114,True,99,44
N/A,N/A,13:05,Soft,2m 1f 65y,Midnight It Is,S W Flanagan,0,G P Cromwell,1st,N/A,8,11-8,112,True,99,44
N/A,N/A,13:05,Soft,2m 1f 65y,Mc Alpine (IRE),J P O'Sullivan,3,P J Rothwell,F,N/A,10,11-8t,112,True,99,44
N/A,N/A,13:05,Soft,2m 1f 65y,Chainofconsequence (IRE),Mr A P Ryan,7,M J McDonagh,9th,7 l,7,10-6b,96,True,99,44
N/A,N/A,13:05,Soft,2m 1f 65y,Sunnyvilla (IRE),S F O'Keeffe,0,D Hassett,8th,5 l,9,11-4,108,True,99,44
N/A,N/A,13:05,Soft,2m 1f 65y,Teescomponentsyess (IRE),J S McGarvey,0,J J Hanlon,7th,4 l,8,11-1tp,105,True,99,44
N/A,N/A,13:05,Soft,2m 1f 65y,Henning (IRE),D King,3,D Hogan,6th,1/2 l,7,11-8,112,True,99,44
N/A,N/A,13:05,Soft,2m 1f 65y,Steppenwolf (FR),K E Buckley,0,G P Cromwell,5th,7 l,6,11-7tp1,111,True,99,44
N/A,N/A,13:05,Soft,2m 1f 65y,Battle It Out (IRE),C G O'Dwyer,5,C O'Dwyer,4th,1 1/4 l,6,11-12h,116,True,99,44
N/A,N/A,13:05,Soft,2m 1f 65y,Freddie Robdal (IRE),Rachael Blackmore,0,H De Bromhead,3rd,2 1/2 l,7,11-1t,105,True,99,44
N/A,N/A,13:05,Soft,2m 1f 65y,Battle Of Ridgeway (IRE),L A McKenna,5,M Hassett,2nd,3 1/4 l,6,11-10t,114,True,99,44
N/A,N/A,13:05,Soft,2m 1f 65y,Midnight It Is,S W Flanagan,0,G P Cromwell,1st,N/A,8,11-8,112,True,99,44
N/A,N/A,14:50,Soft,2m,Touch Me Not (IRE),Sam Ewing,0,G Elliott,NR,N/A,5,11-12,-,True,99,47
N/A,N/A,14:50,Soft,2m,Duke Of Doyen (IRE),J G Gilligan,7,Darren Collins,PU,N/A,9,11-12,-,True,99,47
N/A,N/A,14:50,Soft,2m,Get It Right (IRE),M P O'Connor,3,S Aherne,PU,N/A,6,11-12,-,True,99,47
N/A,N/A,14:50,Soft,2m,Lake Manzaleh,C D Maxwell,0,P Griffin,9th,13 l,5,11-12t,-,True,99,47
N/A,N/A,14:50,Soft,2m,Fremantle Doctor (IRE),S D Torrens,0,J C McConnell,8th,2 3/4 l,6,11-12t1,-,True,99,47
N/A,N/A,14:50,Soft,2m,Stagecoach Mary (IRE),K C Sexton,0,G B Caldwell,7th,3 3/4 l,6,11-5h,-,True,99,47
N/A,N/A,14:50,Soft,2m,Red Glory (IRE),Rachael Blackmore,0,H De Bromhead,6th,17 l,6,11-12,-,True,99,47
N/A,N/A,14:50,Soft,2m,Collaborative (IRE),P T Enright,0,O McKiernan,5th,6 1/2 l,4,10-13,-,True,99,47
N/A,N/A,14:50,Soft,2m,Houlanbatordechais (FR),S F O'Keeffe,0,W P Mullins,4th,6 l,7,11-12h,-,True,99,47
N/A,N/A,14:50,Soft,2m,Undeniable Alibi (FR),J W Kennedy,0,G Elliott,3rd,14 l,5,11-12,-,True,99,47
N/A,N/A,14:50,Soft,2m,Shoot The Blues,M J M O'Sullivan,0,B Connell,2nd,7 l,7,11-12,-,True,99,47
N/A,N/A,14:50,Soft,2m,Western Diego (IRE),B Hayes,0,W P Mullins,1st,N/A,7,11-12h,-,True,99,47
N/A,N/A,14:50,Soft,2m,Touch Me Not (IRE),Sam Ewing,0,G Elliott,NR,N/A,5,11-12,-,True,99,47
N/A,N/A,14:50,Soft,2m,Duke Of Doyen (IRE),J G Gilligan,7,Darren Collins,PU,N/A,9,11-12,-,True,99,47
N/A,N/A,14:50,Soft,2m,Get It Right (IRE),M P O'Connor,3,S Aherne,PU,N/A,6,11-12,-,True,99,47
N/A,N/A,14:50,Soft,2m,Lake Manzaleh,C D Maxwell,0,P Griffin,9th,13 l,5,11-12t,-,True,99,47
N/A,N/A,14:50,Soft,2m,Fremantle Doctor (IRE),S D Torrens,0,J C McConnell,8th,2 3/4 l,6,11-12t1,-,True,99,47
N/A,N/A,14:50,Soft,2m,Stagecoach Mary (IRE),K C Sexton,0,G B Caldwell,7th,3 3/4 l,6,11-5h,-,True,99,47
N/A,N/A,14:50,Soft,2m,Red Glory (IRE),Rachael Blackmore,0,H De Bromhead,6th,17 l,6,11-12,-,True,99,47
N/A,N/A,14:50,Soft,2m,Collaborative (IRE),P T Enright,0,O McKiernan,5th,6 1/2 l,4,10-13,-,True,99,47
N/A,N/A,14:50,Soft,2m,Houlanbatordechais (FR),S F O'Keeffe,0,W P Mullins,4th,6 l,7,11-12h,-,True,99,47
N/A,N/A,14:50,Soft,2m,Undeniable Alibi (FR),J W Kennedy,0,G Elliott,3rd,14 l,5,11-12,-,True,99,47
N/A,N/A,14:50,Soft,2m,Shoot The Blues,M J M O'Sullivan,0,B Connell,2nd,7 l,7,11-12,-,True,99,47
N/A,N/A,14:50,Soft,2m,Western Diego (IRE),B Hayes,0,W P Mullins,1st,N/A,7,11-12h,-,True,99,47
N/A,N/A,15:25,Soft,2m 4f 65y,Our Chezney (IRE),C D Smithers,7,Ms H P Markham,PU,N/A,8,11-12,-,True,99,48
N/A,N/A,15:25,Soft,2m 4f 65y,Time For Tea (IRE),Rachael Blackmore,0,H De Bromhead,PU,N/A,5,11-5,-,True,99,48
N/A,N/A,15:25,Soft,2m 4f 65y,I Owe You One (IRE),Mr A D Bustin,7,C Byrnes,PU,N/A,5,11-12,-,True,99,48
N/A,N/A,15:25,Soft,2m 4f 65y,Killeavy Rose (IRE),P Byrnes,5,C Byrnes,PU,N/A,6,11-5,-,True,99,48
N/A,N/A,15:25,Soft,2m 4f 65y,French Hill (IRE),D King,3,D Hogan,10th,74 l,5,11-5,-,True,99,48
N/A,N/A,15:25,Soft,2m 4f 65y,Snow Punt (IRE),D J O'Keeffe,0,Brendan Walsh,9th,1/2 l,7,11-12,-,True,99,48
N/A,N/A,15:25,Soft,2m 4f 65y,Good Lad (IRE),J S McGarvey,0,J J Hanlon,8th,35 l,5,11-12,-,True,99,48
N/A,N/A,15:25,Soft,2m 4f 65y,Only A Dollar (IRE),S F O'Keeffe,0,S Aherne,7th,5 1/2 l,6,11-5,-,True,99,48
N/A,N/A,15:25,Soft,2m 4f 65y,One Way Traffic (IRE),P T Enright,0,O McKiernan,6th,7 1/2 l,7,11-12,-,True,99,48
N/A,N/A,15:25,Soft,2m 4f 65y,Midweek Voices (IRE),S O'Callaghan,5,E Doyle,5th,22 l,5,11-12,-,True,99,48
N/A,N/A,15:25,Soft,2m 4f 65y,Paddy's Milestone (IRE),J J Slevin,0,S R B Crawford,4th,3/4 l,5,11-12,-,True,99,48
N/A,N/A,15:25,Soft,2m 4f 65y,Magic Sadler,E Walsh,0,Ciaran Murphy,3rd,1/2 l,6,11-12,-,True,99,48
N/A,N/A,15:25,Soft,2m 4f 65y,Jack Du Large (FR),J W Kennedy,0,G Elliott,2nd,6 1/2 l,5,11-12,-,True,99,48
N/A,N/A,15:25,Soft,2m 4f 65y,Now Is The Hour (IRE),S W Flanagan,0,G P Cromwell,1st,N/A,7,11-12,-,True,99,48
N/A,N/A,15:25,Soft,2m 4f 65y,Our Chezney (IRE),C D Smithers,7,Ms H P Markham,PU,N/A,8,11-12,-,True,99,48
N/A,N/A,15:25,Soft,2m 4f 65y,Time For Tea (IRE),Rachael Blackmore,0,H De Bromhead,PU,N/A,5,11-5,-,True,99,48
N/A,N/A,15:25,Soft,2m 4f 65y,I Owe You One (IRE),Mr A D Bustin,7,C Byrnes,PU,N/A,5,11-12,-,True,99,48
N/A,N/A,15:25,Soft,2m 4f 65y,Killeavy Rose (IRE),P Byrnes,5,C Byrnes,PU,N/A,6,11-5,-,True,99,48
N/A,N/A,15:25,Soft,2m 4f 65y,French Hill (IRE),D King,3,D Hogan,10th,74 l,5,11-5,-,True,99,48
N/A,N/A,15:25,Soft,2m 4f 65y,Snow Punt (IRE),D J O'Keeffe,0,Brendan Walsh,9th,1/2 l,7,11-12,-,True,99,48
N/A,N/A,15:25,Soft,2m 4f 65y,Good Lad (IRE),J S McGarvey,0,J J Hanlon,8th,35 l,5,11-12,-,True,99,48
N/A,N/A,15:25,Soft,2m 4f 65y,Only A Dollar (IRE),S F O'Keeffe,0,S Aherne,7th,5 1/2 l,6,11-5,-,True,99,48
N/A,N/A,15:25,Soft,2m 4f 65y,One Way Traffic (IRE),P T Enright,0,O McKiernan,6th,7 1/2 l,7,11-12,-,True,99,48
N/A,N/A,15:25,Soft,2m 4f 65y,Midweek Voices (IRE),S O'Callaghan,5,E Doyle,5th,22 l,5,11-12,-,True,99,48
N/A,N/A,15:25,Soft,2m 4f 65y,Paddy's Milestone (IRE),J J Slevin,0,S R B Crawford,4th,3/4 l,5,11-12,-,True,99,48
N/A,N/A,15:25,Soft,2m 4f 65y,Magic Sadler,E Walsh,0,Ciaran Murphy,3rd,1/2 l,6,11-12,-,True,99,48
N/A,N/A,15:25,Soft,2m 4f 65y,Jack Du Large (FR),J W Kennedy,0,G Elliott,2nd,6 1/2 l,5,11-12,-,True,99,48
N/A,N/A,15:25,Soft,2m 4f 65y,Now Is The Hour (IRE),S W Flanagan,0,G P Cromwell,1st,N/A,7,11-12,-,True,99,48
N/A,N/A,15:58,Soft,3m,Smackwater Jack (IRE),Eoin G Kelly,0,Mrs D Foster,PU,N/A,10,11-12,111,True,99,49
N/A,N/A,15:58,Soft,3m,Balkito (FR),J G Gilligan,4,B Connell,PU,N/A,9,11-7tp1,106,True,99,49
N/A,N/A,15:58,Soft,3m,Another Nightmare (IRE),Shane Fenelon,4,J J Hanlon,PU,N/A,6,10-11,96,True,99,49
N/A,N/A,15:58,Soft,3m,Mighty Oak Lad (IRE),D J Gilligan,0,K Thornton,PU,N/A,6,11-2,101,True,99,49
N/A,N/A,15:58,Soft,3m,Mighty Mo Missouri (IRE),C D Smithers,4,Mrs J Harrington,PU,N/A,5,12-0tv1,113,True,99,49
N/A,N/A,15:58,Soft,3m,Wild Hunt,D King,0,D Hogan,7th,40 l,7,11-7tp,106,True,99,49
N/A,N/A,15:58,Soft,3m,Sir Bob (IRE),A P Kelly,2,R Tyner,6th,22 l,12,12-0p,113,True,99,49
N/A,N/A,15:58,Soft,3m,Mont Saint Vincent (FR),M M McDonagh,0,E McNamara,5th,9 l,8,11-6,105,True,99,49
N/A,N/A,15:58,Soft,3m,One Big Bang (IRE),M P O'Connor,0,Paul Tobin,4th,6 1/2 l,6,11-2,101,True,99,49
N/A,N/A,15:58,Soft,3m,Givehimthehonour (IRE),L A McKenna,2,P Nolan,3rd,2 1/2 l,6,11-4,103,True,99,49
N/A,N/A,15:58,Soft,3m,Duffys Getaway (IRE),J P O'Sullivan,0,P J Rothwell,2nd,2 1/2 l,7,11-3tp,102,True,99,49
N/A,N/A,15:58,Soft,3m,Jeriko De Baune (FR),Niall Moore,4,P Fenton,1st,N/A,5,11-2,101,True,99,49
N/A,N/A,15:58,Soft,3m,Smackwater Jack (IRE),Eoin G Kelly,0,Mrs D Foster,PU,N/A,10,11-12,111,True,99,49
N/A,N/A,15:58,Soft,3m,Balkito (FR),J G Gilligan,4,B Connell,PU,N/A,9,11-7tp1,106,True,99,49
N/A,N/A,15:58,Soft,3m,Another Nightmare (IRE),Shane Fenelon,4,J J Hanlon,PU,N/A,6,10-11,96,True,99,49
N/A,N/A,15:58,Soft,3m,Mighty Oak Lad (IRE),D J Gilligan,0,K Thornton,PU,N/A,6,11-2,101,True,99,49
N/A,N/A,15:58,Soft,3m,Mighty Mo Missouri (IRE),C D Smithers,4,Mrs J Harrington,PU,N/A,5,12-0tv1,113,True,99,49
N/A,N/A,15:58,Soft,3m,Wild Hunt,D King,0,D Hogan,7th,40 l,7,11-7tp,106,True,99,49
N/A,N/A,15:58,Soft,3m,Sir Bob (IRE),A P Kelly,2,R Tyner,6th,22 l,12,12-0p,113,True,99,49
N/A,N/A,15:58,Soft,3m,Mont Saint Vincent (FR),M M McDonagh,0,E McNamara,5th,9 l,8,11-6,105,True,99,49
N/A,N/A,15:58,Soft,3m,One Big Bang (IRE),M P O'Connor,0,Paul Tobin,4th,6 1/2 l,6,11-2,101,True,99,49
N/A,N/A,15:58,Soft,3m,Givehimthehonour (IRE),L A McKenna,2,P Nolan,3rd,2 1/2 l,6,11-4,103,True,99,49
N/A,N/A,15:58,Soft,3m,Duffys Getaway (IRE),J P O'Sullivan,0,P J Rothwell,2nd,2 1/2 l,7,11-3tp,102,True,99,49
N/A,N/A,15:58,Soft,3m,Jeriko De Baune (FR),Niall Moore,4,P Fenton,1st,N/A,5,11-2,101,True,99,49
N/A,N/A,16:28,Soft  Flat (Turf),2m,Machismo (IRE),Mr H C Swan,5,G Elliott,NR,N/A,5,12-0,-,True,99,50
N/A,N/A,16:28,Soft  Flat (Turf),2m,D Journey Man (IRE),Mr Paddy Hanlon,7,J J Hanlon,10th,73 l,5,12-0,-,True,99,50
N/A,N/A,16:28,Soft  Flat (Turf),2m,He's Gorgeous (IRE),Mr F Maguire,0,P A Fahy,9th,7 l,5,12-0,-,True,99,50
N/A,N/A,16:28,Soft  Flat (Turf),2m,Seskin Flash (IRE),Mr A P Ryan,7,P Carey,8th,19 l,5,12-0,-,True,99,50
N/A,N/A,16:28,Soft  Flat (Turf),2m,Dairy Force (IRE),Mr S Cavanagh,7,A Mullins,7th,2 3/4 l,5,12-0,-,True,99,50
N/A,N/A,16:28,Soft  Flat (Turf),2m,Shraheen (IRE),Mr E P O'Brien,5,P Fenton,6th,18 l,5,12-0,-,True,99,50
N/A,N/A,16:28,Soft  Flat (Turf),2m,Coral River (IRE),Mr C Mullins,7,T Mullins,5th,8 l,5,12-0,-,True,99,50
N/A,N/A,16:28,Soft  Flat (Turf),2m,Nowwhatdoyouthink (IRE),Mr J W Hendrick,7,P Nolan,4th,3/4 l,5,12-0,-,True,99,50
N/A,N/A,16:28,Soft  Flat (Turf),2m,Lieber Nicc (IRE),Mr J L Gleeson,5,H De Bromhead,3rd,5 l,5,12-0,-,True,99,50
N/A,N/A,16:28,Soft  Flat (Turf),2m,Born Braver (IRE),Mr D G Lavery,0,G P Cromwell,2nd,7 l,6,12-0,-,True,99,50
N/A,N/A,16:28,Soft  Flat (Turf),2m,Argento Boy (IRE),Miss J Townend,0,W P Mullins,1st,N/A,5,12-0,-,True,99,50
N/A,N/A,16:28,Soft  Flat (Turf),2m,Machismo (IRE),Mr H C Swan,5,G Elliott,NR,N/A,5,12-0,-,True,99,50
N/A,N/A,16:28,Soft  Flat (Turf),2m,D Journey Man (IRE),Mr Paddy Hanlon,7,J J Hanlon,10th,73 l,5,12-0,-,True,99,50
N/A,N/A,16:28,Soft  Flat (Turf),2m,He's Gorgeous (IRE),Mr F Maguire,0,P A Fahy,9th,7 l,5,12-0,-,True,99,50
N/A,N/A,16:28,Soft  Flat (Turf),2m,Seskin Flash (IRE),Mr A P Ryan,7,P Carey,8th,19 l,5,12-0,-,True,99,50
N/A,N/A,16:28,Soft  Flat (Turf),2m,Dairy Force (IRE),Mr S Cavanagh,7,A Mullins,7th,2 3/4 l,5,12-0,-,True,99,50
N/A,N/A,16:28,Soft  Flat (Turf),2m,Shraheen (IRE),Mr E P O'Brien,5,P Fenton,6th,18 l,5,12-0,-,True,99,50
N/A,N/A,16:28,Soft  Flat (Turf),2m,Coral River (IRE),Mr C Mullins,7,T Mullins,5th,8 l,5,12-0,-,True,99,50
N/A,N/A,16:28,Soft  Flat (Turf),2m,Nowwhatdoyouthink (IRE),Mr J W Hendrick,7,P Nolan,4th,3/4 l,5,12-0,-,True,99,50
N/A,N/A,16:28,Soft  Flat (Turf),2m,Lieber Nicc (IRE),Mr J L Gleeson,5,H De Bromhead,3rd,5 l,5,12-0,-,True,99,50
N/A,N/A,16:28,Soft  Flat (Turf),2m,Born Braver (IRE),Mr D G Lavery,0,G P Cromwell,2nd,7 l,6,12-0,-,True,99,50
N/A,N/A,16:28,Soft  Flat (Turf),2m,Argento Boy (IRE),Miss J Townend,0,W P Mullins,1st,N/A,5,12-0,-,True,99,50
